"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"203",2013,12,23,809,745,24,1108,1040,28,"MQ",3066,"N517MQ","JFK","TPA",157,1005,7,45,2013-12-23 07:00:00
"204",2013,11,30,1507,1515,-8,1648,1705,-17,"MQ",3231,"N601MQ","JFK","PIT",64,340,15,15,2013-11-30 15:00:00
"205",2013,11,10,1314,1315,-1,1440,1445,-5,"WN",2868,"N375SW","EWR","BNA",121,748,13,15,2013-11-10 13:00:00
"206",2013,12,25,1103,1105,-2,1209,1241,-32,"EV",5193,"N713EV","LGA","BUF",49,292,11,5,2013-12-25 11:00:00
"207",2013,7,13,1104,1030,34,1315,1321,-6,"UA",1454,"N39726","LGA","IAH",169,1416,10,30,2013-07-13 10:00:00
"208",2013,1,15,1659,1517,102,2008,1816,112,"B6",537,"N645JB","EWR","TPA",155,997,15,17,2013-01-15 15:00:00
"209",2013,6,1,638,635,3,855,905,-10,"DL",27,"N945DL","JFK","ATL",106,760,6,35,2013-06-01 06:00:00
"210",2013,8,25,1120,1120,0,1226,1230,-4,"B6",34,"N298JB","JFK","BTV",46,266,11,20,2013-08-25 11:00:00
"211",2013,6,16,2022,2026,-4,2149,2157,-8,"EV",4119,"N12563","EWR","RIC",57,277,20,26,2013-06-16 20:00:00
"212",2013,2,20,1510,1515,-5,1826,1805,21,"UA",1490,"N66056","EWR","IAH",226,1400,15,15,2013-02-20 15:00:00
"213",2013,11,1,1825,1815,10,2006,2015,-9,"WN",1113,"N442WN","LGA","STL",134,888,18,15,2013-11-01 18:00:00
"214",2013,3,13,1258,1215,43,1559,1516,43,"B6",625,"N334JB","JFK","HOU",217,1428,12,15,2013-03-13 12:00:00
"215",2013,8,9,838,840,-2,1136,1132,4,"UA",443,"N554UA","JFK","LAX",322,2475,8,40,2013-08-09 08:00:00
"216",2013,1,21,1423,1410,13,1609,1555,14,"MQ",4491,"N739MQ","LGA","CLE",84,419,14,10,2013-01-21 14:00:00
"217",2013,1,17,1125,1129,-4,1434,1438,-4,"B6",133,"N789JB","JFK","RSW",170,1074,11,29,2013-01-17 11:00:00
"218",2013,4,25,2315,2155,80,14,2311,63,"UA",411,"N447UA","EWR","BOS",36,200,21,55,2013-04-25 21:00:00
"219",2013,3,29,1308,1310,-2,1447,1447,0,"EV",4681,"N18557","EWR","GSO",72,445,13,10,2013-03-29 13:00:00
"220",2013,8,7,751,753,-2,937,950,-13,"US",1733,"N189UW","LGA","CLT",80,544,7,53,2013-08-07 07:00:00
"221",2013,9,19,1625,1545,40,1843,1818,25,"DL",843,"N385DN","JFK","ATL",99,760,15,45,2013-09-19 15:00:00
"222",2013,10,8,1557,1600,-3,1912,1905,7,"AA",1156,"N3GJAA","LGA","DFW",185,1389,16,0,2013-10-08 16:00:00
"223",2013,7,30,1318,1328,-10,1523,1530,-7,"9E",3698,"N8905F","EWR","CVG",105,569,13,28,2013-07-30 13:00:00
"224",2013,7,26,551,600,-9,827,851,-24,"B6",371,"N768JB","LGA","FLL",136,1076,6,0,2013-07-26 06:00:00
"225",2013,10,30,931,940,-9,1104,1120,-16,"AA",317,"N549AA","LGA","ORD",117,733,9,40,2013-10-30 09:00:00
"226",2013,1,10,1655,1700,-5,1810,1813,-3,"US",2136,"N952UW","LGA","BOS",42,184,17,0,2013-01-10 17:00:00
"227",2013,2,19,1519,1250,149,1739,1535,124,"WN",564,"N438WN","LGA","DEN",233,1620,12,50,2013-02-19 12:00:00
"228",2013,2,6,653,659,-6,957,959,-2,"AA",1815,"N5FPAA","JFK","MCO",140,944,6,59,2013-02-06 06:00:00
"229",2013,9,17,1014,1010,4,1153,1135,18,"MQ",3670,"N508MQ","LGA","BNA",100,764,10,10,2013-09-17 10:00:00
"230",2013,3,23,1311,1310,1,1653,1706,-13,"UA",1708,"N30401","EWR","SJU",203,1608,13,10,2013-03-23 13:00:00
"231",2013,6,4,1542,1500,42,1722,1640,42,"MQ",4333,"N644MQ","JFK","PIT",66,340,15,0,2013-06-04 15:00:00
"232",2013,8,9,2143,2054,49,105,2354,71,"UA",1271,"N77430","EWR","FLL",157,1065,20,54,2013-08-09 20:00:00
"233",2013,8,1,807,800,7,1027,1019,8,"9E",3507,"N924XJ","JFK","MSY",164,1182,8,0,2013-08-01 08:00:00
"234",2013,8,10,1718,1720,-2,1845,1850,-5,"MQ",3365,"N836MQ","JFK","DCA",46,213,17,20,2013-08-10 17:00:00
"235",2013,2,25,2326,2255,31,18,2357,21,"B6",1018,"N715JB","JFK","BOS",34,187,22,55,2013-02-25 22:00:00
"236",2013,5,21,1400,1355,5,1543,1554,-11,"EV",4687,"N13553","EWR","CVG",87,569,13,55,2013-05-21 13:00:00
"237",2013,8,27,2251,2255,-4,2358,14,-16,"B6",108,"N368JB","JFK","PWM",47,273,22,55,2013-08-27 22:00:00
"238",2013,3,28,823,830,-7,951,1025,-34,"AA",1855,"N425AA","LGA","STL",129,888,8,30,2013-03-28 08:00:00
"239",2013,4,3,1519,1523,-4,1635,1636,-1,"EV",4583,"N15980","EWR","PWM",54,284,15,23,2013-04-03 15:00:00
"240",2013,7,13,1203,1210,-7,1435,1500,-25,"AA",743,"N568AA","LGA","DFW",179,1389,12,10,2013-07-13 12:00:00
"241",2013,5,21,1455,1455,0,1757,1752,5,"B6",63,"N584JB","JFK","TPA",151,1005,14,55,2013-05-21 14:00:00
"242",2013,9,4,1151,1159,-8,1242,1259,-17,"B6",1191,"N348JB","JFK","ACK",36,199,11,59,2013-09-04 11:00:00
"243",2013,8,27,1011,1017,-6,1116,1124,-8,"B6",518,"N358JB","JFK","BOS",43,187,10,17,2013-08-27 10:00:00
"244",2013,12,8,1902,1815,47,2329,2157,92,"DL",426,"N189DN","JFK","LAX",351,2475,18,15,2013-12-08 18:00:00
"245",2013,6,25,2059,1800,179,2245,2012,153,"DL",1321,"N327NB","EWR","MSP",144,1008,18,0,2013-06-25 18:00:00
"246",2013,12,14,641,640,1,953,1003,-10,"UA",398,"N505UA","JFK","LAX",338,2475,6,40,2013-12-14 06:00:00
"247",2013,11,24,2042,1930,72,2357,2238,79,"B6",225,"N586JB","JFK","TPA",146,1005,19,30,2013-11-24 19:00:00
"248",2013,7,20,1826,1829,-3,2026,1956,30,"EV",4131,"N11551","EWR","RIC",51,277,18,29,2013-07-20 18:00:00
"249",2013,3,21,1507,1510,-3,1713,1722,-9,"UA",212,"N576UA","EWR","DEN",224,1605,15,10,2013-03-21 15:00:00
"250",2013,8,24,1810,1813,-3,2053,2128,-35,"UA",1075,"N17719","EWR","SNA",314,2434,18,13,2013-08-24 18:00:00
