Name;Date of Birth;Type of Parliamentarian;Riding/Senatorial Division;Province/Territory;Gender;Political Affiliation
Comuzzi, Joseph R. (Joe);1933-04-04;"MP (1998/06/18 - 2008/10/13)
MP (1988/11/21 - 1998/06/17)";"Thunder Bay--Superior North (1998/06/18 - 2008/10/13)
Thunder Bay--Nipigon (1988/11/21 - 1998/06/17)";"Ontario
Ontario";M;"Conservative Party of Canada (2007/06/27 - 2008/10/13)
Independent (2007/03/21 - 2007/06/26)
Liberal Party of Canada (1988/11/21 - 2007/03/20)"
Cook, Joan;1934-10-05;Senator (1998/03/06 - 2009/10/06);Newfoundland and Labrador (1998/03/06 - 2009/10/06);Newfoundland and Labrador;F;Liberal Party of Canada (1998/03/06 - 2009/10/06)
Cools, Anne C.;1943-08-11;Senator (1984/01/13 - 2018/08/11);"Toronto Centre -York (2001/02/15 - 2018/08/11)
Toronto Centre (1984/01/13 - 2001/02/14)";"Ontario
Ontario";F;"Independent Senators Group (2017/06/01 - 2018/08/11)
Non-affiliated (Independent Senators Group) (2017/03/10 - 2017/05/31)
Non-affiliated (2016/06/13 - 2017/03/09)
Independent (2010/07/08 - 2016/06/12)
No political alignment (2007/12/13 - 2010/07/07)
Conservative Party of Canada (2004/06/08 - 2007/12/12)
Liberal Party of Canada (1984/01/13 - 2004/06/07)"
Copps, Sheila Maureen;1952-11-26;"MP (1996/06/17 - 2004/06/27)
MP (1984/09/04 - 1996/05/01)";"Hamilton East (1996/06/17 - 2004/06/27)
Hamilton East (1984/09/04 - 1996/05/01)";"Ontario
Ontario";F;Liberal Party of Canada (1984/09/04 - 2004/06/27)
Corbin, Eymard G.;1934-08-01;"MP (1968/06/25 - 1984/07/08)
Senator (1984/07/09 - 2009/08/02)";"Grand-Sault (1984/07/09 - 2009/08/02)
Madawaska--Victoria (1968/06/25 - 1984/07/08)";"New Brunswick
New Brunswick";M;Liberal Party of Canada (1968/06/25 - 2009/08/02)
Cordy, Jane;1950-07-01;Senator (2000/06/09 - );Nova Scotia (2000/06/09 - );Nova Scotia;F;"Non-affiliated (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2000/06/09 - 2019/11/13)"
Cotler, Irwin;1940-05-07;MP (1999/11/15 - 2015/10/18);Mount Royal (1999/11/15 - 2015/10/18);Quebec;M;Liberal Party of Canada (1999/11/15 - 2015/10/18)
Crête, Paul;1953-04-07;"MP (2004/09/01 - 2009/05/21)
MP (2004/06/28 - 2004/08/31)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Montmagny--L’Islet--Kamouraska--Rivière-du-Loup (2004/09/01 - 2009/05/21)
Rivière-du-Loup--Montmagny (2004/06/28 - 2004/08/31)
Kamouraska--Rivière-du-Loup--Témiscouata--Les Basques (1997/06/02 - 2004/06/27)
Kamouraska--Rivière-du-Loup (1993/10/25 - 1997/06/01)";"Quebec
Quebec
Quebec
Quebec";M;Bloc Québécois (1993/10/25 - 2009/05/21)
Cullen, Roy;1944-12-30;MP (1996/03/25 - 2008/10/13);Etobicoke North (1996/03/25 - 2008/10/13);Ontario;M;Liberal Party of Canada (1996/03/25 - 2008/10/13)
Cummins, John Martin;1942-03-11;"MP (2004/06/28 - 2011/05/01)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Delta--Richmond East (2004/06/28 - 2011/05/01)
Delta--South Richmond (1997/06/02 - 2004/06/27)
Delta (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2011/05/01)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Cuzner, Rodger;1955-11-03;"MP (2004/06/28 - 2019/10/20)
MP (2000/11/27 - 2004/06/27)";"Cape Breton--Canso (2004/06/28 - 2019/10/20)
Bras d'Or--Cape Breton (2000/11/27 - 2004/06/27)";"Nova Scotia
Nova Scotia";M;Liberal Party of Canada (2000/11/27 - 2019/10/20)
Dalphond-Guiral, Madeleine;1938-06-05;MP (1993/10/25 - 2004/06/27);Laval Centre (1993/10/25 - 2004/06/27);Quebec;F;Bloc Québécois (1993/10/25 - 2004/06/27)
Davies, Libby;1953-02-26;MP (1997/06/02 - 2015/10/18);Vancouver East (1997/06/02 - 2015/10/18);British Columbia;F;New Democratic Party (1997/06/02 - 2015/10/18)
Day, Joseph A.;1945-01-23;Senator (2001/10/04 - 2020/01/23);Saint John - Kennebecasis (2001/10/04 - 2020/01/23);New Brunswick;M;"Non-affiliated (2019/11/18 - 2020/01/23)
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2001/10/04 - 2019/11/13)"
Day, Stockwell Burt;1950-08-15;MP (2000/09/11 - 2011/05/01);Okanagan--Coquihalla (2000/09/11 - 2011/05/01);British Columbia;M;"Conservative Party of Canada (2003/12/23 - 2011/05/01)
Canadian Reform Conservative Alliance (2000/09/11 - 2003/12/22)"
De Bané, Pierre;1938-08-01;"MP (1979/05/22 - 1984/06/28)
MP (1968/06/25 - 1979/05/21)
Senator (1984/06/29 - 2013/08/02)";"De la Vallière (1984/06/29 - 2013/08/02)
Matapédia--Matane (1979/05/22 - 1984/06/28)
Matane (1968/06/25 - 1979/05/21)";"Quebec
Quebec
Quebec";M;Liberal Party of Canada (1968/06/25 - 2013/08/02)
Desjarlais, Bev;1955-08-18;MP (1997/06/02 - 2006/01/22);Churchill (1997/06/02 - 2006/01/22);Manitoba;F;"Independent (2005/10/18 - 2006/01/22)
New Democratic Party (1997/06/02 - 2005/10/17)"
Desrochers, Odina;1951-05-24;"MP (2004/06/28 - 2006/01/22)
MP (2000/06/29 - 2004/06/27)
MP (1997/06/02 - 2000/06/28)";"Lotbinière--Chutes-de-la-Chaudière (2004/06/28 - 2006/01/22)
Lotbinière--L'Érable (2000/06/29 - 2004/06/27)
Lotbinière (1997/06/02 - 2000/06/28)";"Quebec
Quebec
Quebec";M;Bloc Québécois (1997/06/02 - 2006/01/22)
DeVillers, Paul;1946-03-10;MP (1993/10/25 - 2006/01/22);Simcoe North (1993/10/25 - 2006/01/22);Ontario;M;Liberal Party of Canada (1993/10/25 - 2006/01/22)
DeWare, Mabel M.;1926-08-08;Senator (1990/09/23 - 2001/08/09);Moncton (1990/09/23 - 2001/08/09);New Brunswick;F;Progressive Conservative Party (1990/09/23 - 2001/08/09)
Dhaliwal, Harbance Singh (Herb);1952-12-11;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Vancouver South--Burnaby (1997/06/02 - 2004/06/27)
Vancouver South (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia";M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Di Nino, Consiglio;1938-01-23;Senator (1990/08/30 - 2012/06/30);Ontario (1990/08/30 - 2012/06/30);Ontario;M;"Conservative Party of Canada (2004/02/02 - 2012/06/30)
Progressive Conservative Party (1990/08/30 - 2004/02/01)"
Dion, Stéphane;1955-09-27;"MP (2015/10/19 - 2017/02/06)
MP (1996/03/25 - 2015/10/18)";"Saint-Laurent (2015/10/19 - 2017/02/06)
Saint-Laurent--Cartierville (1996/03/25 - 2015/10/18)";"Quebec
Quebec";M;Liberal Party of Canada (1996/03/25 - 2017/02/06)
Discepola, Nunzio (Nick);1949-11-26;"MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Vaudreuil--Soulanges (1997/06/02 - 2004/06/27)
Vaudreuil (1993/10/25 - 1997/06/01)";"Quebec
Quebec";M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Doody, C. William;1931-02-25;Senator (1979/10/03 - 2005/12/27);Harbour Main-Bell Island (1979/10/03 - 2005/12/27);Newfoundland and Labrador;M;"Progressive Conservative Party (1979/10/09 - 2005/12/27)
Progressive Conservative Party (1979/10/03 - 2005/12/27)"
Downe, Percy E.;1954-07-07;Senator (2003/06/26 - );Charlottetown (2003/06/26 - );Prince Edward Island;M;"Canadian Senators Group (2019/11/18 - )
Progressive Senate Group (2019/11/14 - 2019/11/17)
Liberal Party of Canada (2003/06/26 - 2019/11/13)"
Doyle, Norman E.;1945-11-10;"MP (2004/09/01 - 2008/10/13)
MP (2004/06/28 - 2004/08/31)
MP (1997/06/02 - 2004/06/27)
Senator (2012/01/06 - )";"Newfoundland and Labrador (2012/01/06 - )
St. John's East (2004/09/01 - 2008/10/13)
St. John's North (2004/06/28 - 2004/08/31)
St. John's East (1997/06/02 - 2004/06/27)";"Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador
Newfoundland and Labrador";M;"Conservative Party of Canada (2012/01/06 - )
Conservative Party of Canada (2004/02/02 - 2008/10/13)
Progressive Conservative Party (1997/06/02 - 2004/02/01)"
Dromisky, Stanley Peter (Stan);1931-06-24;MP (1993/10/25 - 2004/06/27);Thunder Bay--Atikokan (1993/10/25 - 2004/06/27);Ontario;M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Drouin, Claude;1956-05-25;MP (1997/06/02 - 2006/01/22);Beauce (1997/06/02 - 2006/01/22);Quebec;M;Liberal Party of Canada (1997/06/02 - 2006/01/22)
Dubé, Antoine;1947-05-14;"MP (1998/06/18 - 2003/03/17)
MP (1993/10/25 - 1998/06/17)";"Lévis-et-Chutes-de-la-Chaudière (1998/06/18 - 2003/03/17)
Lévis (1993/10/25 - 1998/06/17)";"Quebec
Quebec";M;Bloc Québécois (1993/10/25 - 2003/03/17)
Duceppe, Gilles;1947-07-21;"MP (2004/09/01 - 2011/05/01)
MP (1990/08/13 - 2004/06/27)";"Laurier--Sainte-Marie (2004/09/01 - 2011/05/01)
Laurier--Sainte-Marie (1990/08/13 - 2004/06/27)";"Quebec
Quebec";M;"Bloc Québécois (1990/12/19 - 2011/05/01)
Independent (1990/08/13 - 1990/12/18)"
Duhamel, Ron J.;1938-03-01;"MP (1997/06/02 - 2002/01/14)
MP (1988/11/21 - 1997/06/01)
Senator (2002/01/15 - 2002/09/30)";"Manitoba (2002/01/15 - 2002/09/30)
Saint Boniface (1997/06/02 - 2002/01/14)
St. Boniface (1988/11/21 - 1997/06/01)";"Manitoba
Manitoba
Manitoba";M;Liberal Party of Canada (1988/11/21 - 2002/09/30)
Duncan, John;1948-12-18;"MP (2008/10/14 - 2015/10/18)
MP (1997/06/02 - 2006/01/22)
MP (1993/10/25 - 1997/06/01)";"Vancouver Island North (2008/10/14 - 2015/10/18)
Vancouver Island North (1997/06/02 - 2006/01/22)
North Island--Powell River (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2008/10/14 - 2015/10/18)
Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Duplain, Claude;1954-01-09;MP (2000/11/27 - 2004/06/27);Portneuf (2000/11/27 - 2004/06/27);Quebec;M;Liberal Party of Canada (2000/11/27 - 2004/06/28)
Easter, Wayne;1949-06-21;MP (1993/10/25 - );Malpeque (1993/10/25 - );Prince Edward Island;M;Liberal Party of Canada (1993/10/25 - )
Efford, Ruben John;1944-01-05;"MP (2004/06/28 - 2006/01/22)
MP (2002/05/13 - 2004/06/27)";"Avalon (2004/06/28 - 2006/01/22)
Bonavista--Trinity--Conception (2002/05/13 - 2004/06/27)";"Newfoundland and Labrador
Newfoundland and Labrador";M;Liberal Party of Canada (2002/05/13 - 2006/01/22)
Eggleton, Art;1943-09-28;"MP (1993/10/25 - 2004/06/27)
Senator (2005/03/24 - 2018/09/28)";"Toronto (2016/09/09 - 2018/09/28)
Ontario (2005/03/24 - 2016/09/08)
York Centre (1993/10/25 - 2004/06/27)";"Ontario
Ontario
Ontario";M;"Liberal Party of Canada (2005/03/24 - 2018/09/28)
Liberal Party of Canada (1993/10/25 - 2004/06/27)"
Elley, Reed;1945-07-21;MP (1997/06/02 - 2004/06/27);Nanaimo--Cowichan (1997/06/02 - 2004/06/27);British Columbia;M;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Epp, Ken;1939-05-10;"MP (2004/06/28 - 2008/10/13)
MP (1993/10/25 - 2004/06/27)";"Edmonton--Sherwood Park (2004/06/28 - 2008/10/13)
Elk Island (1993/10/25 - 2004/06/27)";"Alberta
Alberta";M;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Eyking, Mark;1960-08-29;MP (2000/11/27 - 2019/10/20);Sydney--Victoria (2000/11/27 - 2019/10/20);Nova Scotia;M;Liberal Party of Canada (2000/11/27 - 2019/10/20)
Eyton, John Trevor;1934-07-11;Senator (1990/09/23 - 2009/07/12);Ontario (1990/09/23 - 2009/07/12);Ontario;M;"Conservative Party of Canada (2004/02/02 - 2009/07/12)
Progressive Conservative Party (1990/09/23 - 2004/02/01)"
Fairbairn, Joyce;1939-11-05;Senator (1984/06/29 - 2013/01/18);Lethbridge (1984/06/29 - 2013/01/18);Alberta;F;Liberal Party of Canada (1984/06/29 - 2013/01/18)
Farrah, Georges;1957-08-22;MP (2000/11/27 - 2004/06/27);Bonaventure--Gaspé--Îles-de-la-Madeleine--Pabok (2000/11/27 - 2004/06/27);Quebec;M;Liberal Party of Canada (2000/11/27 - 2004/06/28)
Ferretti Barth, Marisa;1931-04-27;Senator (1997/09/22 - 2006/04/28);Repentigny (1997/09/22 - 2006/04/28);Quebec;F;Liberal Party of Canada (1997/09/22 - 2006/04/28)
Finestone, Sheila;1927-01-27;"MP (1988/11/21 - 1999/08/10)
MP (1984/09/04 - 1988/11/20)
Senator (1999/08/11 - 2002/01/28)";"Montarville (1999/08/11 - 2002/01/28)
Mount Royal (1988/11/21 - 1999/08/10)
Mount Royal (1984/09/04 - 1988/11/20)";"Quebec
Quebec
Quebec";F;Liberal Party of Canada (1984/09/04 - 2002/01/28)
Finlay, John Baird;1929-01-28;MP (1993/10/25 - 2004/06/27);Oxford (1993/10/25 - 2004/06/27);Ontario;M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Finnerty, Isobel;1930-07-14;Senator (1999/09/02 - 2005/07/15);Ontario (1999/09/02 - 2005/07/15);Ontario;F;Liberal Party of Canada (1999/09/02 - 2005/07/15)
Fitzpatrick, Brian;1945-11-17;MP (2000/11/27 - 2008/10/13);Prince Albert (2000/11/27 - 2008/10/13);Saskatchewan;M;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Fitzpatrick, D. Ross;1933-02-03;Senator (1998/03/06 - 2008/02/04);Okanagan-Similkameen (1998/03/06 - 2008/02/04);British Columbia;M;Liberal Party of Canada (1998/03/06 - 2008/02/04)
Folco, Raymonde;1940-03-15;"MP (2004/06/28 - 2011/05/01)
MP (1997/06/02 - 2004/06/27)";"Laval--Les Îles (2004/06/28 - 2011/05/01)
Laval West (1997/06/02 - 2004/06/27)";"Quebec
Quebec";F;Liberal Party of Canada (1997/06/02 - 2011/05/01)
Fontana, Joseph Frank (Joe);1950-01-12;"MP (1997/06/02 - 2006/09/20)
MP (1988/11/21 - 1997/06/01)";"London North Centre (1997/06/02 - 2006/09/20)
London East (1988/11/21 - 1997/06/01)";"Ontario
Ontario";M;Liberal Party of Canada (1988/11/21 - 2006/09/20)
Forrestall, J. Michael;1932-09-22;"MP (1968/06/25 - 1988/11/20)
MP (1965/11/08 - 1968/06/24)
Senator (1990/09/27 - 2006/06/08)";"Dartmouth/Eastern Shore (1990/09/27 - 2006/06/08)
Dartmouth--Halifax East (1968/06/25 - 1988/11/20)
Halifax (1965/11/08 - 1968/06/24)";"Nova Scotia
Nova Scotia
Nova Scotia";M;"Conservative Party of Canada (2004/02/02 - 2006/06/08)
Progressive Conservative Party (1990/09/27 - 2004/02/01)
Progressive Conservative Party (1965/11/08 - 1988/11/20)"
Forseth, Paul Eugene;1946-12-13;"MP (2004/06/28 - 2006/01/22)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"New Westminster--Coquitlam (2004/06/28 - 2006/01/22)
New Westminster--Coquitlam--Burnaby (1997/06/02 - 2004/06/27)
New Westminster--Burnaby (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Fournier, Ghislain;1938-08-25;MP (1997/06/02 - 2004/06/27);Manicouagan (1997/06/02 - 2004/06/27);Quebec;M;Bloc Québécois (1997/06/02 - 2004/06/27)
Fraser, Joan;1944-10-11;Senator (1998/09/17 - 2018/02/02);De Lorimier (1998/09/17 - 2018/02/02);Quebec;F;Liberal Party of Canada (1998/09/17 - 2018/02/02)
Frulla, Liza;1949-03-29;"MP (2004/06/28 - 2006/01/22)
MP (2002/05/13 - 2004/06/27)";"Jeanne-Le Ber (2004/06/28 - 2006/01/22)
Verdun--Saint-Henri--Saint-Paul--Pointe Saint-Charles (2002/05/13 - 2004/06/27)";"Quebec
Quebec";F;Liberal Party of Canada (2002/05/13 - 2006/01/22)
Fry, Hedy;1941-08-05;MP (1993/10/25 - );Vancouver Centre (1993/10/25 - );British Columbia;F;Liberal Party of Canada (1993/10/25 - )
Furey, George J.;1948-05-11;Senator (1999/08/11 - );Newfoundland and Labrador (1999/08/11 - );Newfoundland and Labrador;M;"Non-affiliated (2016/06/13 - )
Independent (2015/12/07 - 2016/06/12)
Liberal Party of Canada (1999/08/11 - 2015/12/06)"
Gagliano, Alfonso;1942-01-24;"MP (1997/06/02 - 2002/01/14)
MP (1988/11/21 - 1997/06/01)
MP (1984/09/04 - 1988/11/20)";"Saint-Léonard--Saint-Michel (1997/06/02 - 2002/01/14)
Saint-Léonard (1988/11/21 - 1997/06/01)
Saint-Léonard--Anjou (1984/09/04 - 1988/11/20)";"Quebec
Quebec
Quebec";M;Liberal Party of Canada (1984/09/04 - 2005/11/01)
Gagnon, Christiane;1948-04-15;MP (1993/10/25 - 2011/05/01);Québec (1993/10/25 - 2011/05/01);Quebec;F;Bloc Québécois (1993/10/25 - 2011/05/01)
Gagnon, Marcel;1936-04-18;"MP (2004/06/28 - 2006/01/22)
MP (2000/11/27 - 2004/06/27)";"Saint-Maurice--Champlain (2004/06/28 - 2006/01/22)
Champlain (2000/11/27 - 2004/06/27)";"Quebec
Quebec";M;Bloc Québécois (2000/11/27 - 2006/01/22)
Gagnon, Sébastien;1973-05-20;"MP (2004/06/28 - 2006/01/22)
MP (2002/12/09 - 2004/06/27)";"Jonquière--Alma (2004/06/28 - 2006/01/22)
Lac-Saint-Jean--Saguenay (2002/12/09 - 2004/06/27)";"Quebec
Quebec";M;Bloc Québécois (2002/12/09 - 2006/01/22)
Gallant, Cheryl;1960-05-22;MP (2000/11/27 - );Renfrew--Nipissing--Pembroke (2000/11/27 - );Ontario;F;"Conservative Party of Canada (2003/12/23 - )
Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22)"
Gallaway, Roger John;1948-05-22;MP (1993/10/25 - 2006/01/22);Sarnia--Lambton (1993/10/25 - 2006/01/22);Ontario;M;Liberal Party of Canada (1993/10/25 - 2006/01/22)
Gaudet, Roger;1945-05-25;"MP (2004/06/28 - 2011/05/01)
MP (2002/12/09 - 2004/06/27)";"Montcalm (2004/06/28 - 2011/05/01)
Berthier--Montcalm (2002/12/09 - 2004/06/27)";"Quebec
Quebec";M;Bloc Québécois (2002/12/09 - 2011/05/01)
Gauthier, Jean-Robert;1929-10-21;"MP (1974/07/08 - 1994/11/22)
MP (1972/10/30 - 1974/07/07)
Senator (1994/11/23 - 2004/10/22)";"Ottawa-Vanier (2001/12/04 - 2004/10/22)
Ontario (1994/11/23 - 2001/12/03)
Ottawa--Vanier (1974/07/08 - 1994/11/22)
Ottawa East (1972/10/30 - 1974/07/07)";"Ontario
Ontario
Ontario
Ontario";M;Liberal Party of Canada (1972/10/30 - 2004/10/22)
Gauthier, Michel;1950-02-17;"MP (2004/09/01 - 2007/07/29)
MP (1993/10/25 - 2004/08/31)";"Roberval--Lac-Saint-Jean (2004/09/01 - 2007/07/29)
Roberval (1993/10/25 - 2004/08/31)";"Quebec
Quebec";M;Bloc Québécois (1993/10/25 - 2007/07/29)
Gill, Aurélien;1933-08-25;Senator (1998/09/17 - 2008/08/26);Wellington (1998/09/17 - 2008/08/26);Quebec;M;Liberal Party of Canada (1998/09/17 - 2008/08/26)
Girard-Bujold, Jocelyne;1942-12-31;MP (1997/06/02 - 2004/06/27);Jonquière (1997/06/02 - 2004/06/27);Quebec;F;Bloc Québécois (1997/06/02 - 2004/06/27)
Godfrey, John Ferguson;1942-12-18;MP (1993/10/25 - 2008/08/01);Don Valley West (1993/10/25 - 2008/08/01);Ontario;M;Liberal Party of Canada (1993/10/25 - 2008/08/01)
Godin, Yvon;1955-05-11;MP (1997/06/02 - 2015/10/18);Acadie--Bathurst (1997/06/02 - 2015/10/18);New Brunswick;M;New Democratic Party (1997/06/02 - 2015/10/18)
Goldring, Peter;1944-12-11;"MP (2004/06/28 - 2015/10/18)
MP (2000/06/29 - 2004/06/27)
MP (1997/06/02 - 2000/06/28)";"Edmonton East (2004/06/28 - 2015/10/18)
Edmonton Centre-East (2000/06/29 - 2004/06/27)
Edmonton East (1997/06/02 - 2000/06/28)";"Alberta
Alberta
Alberta";M;"Conservative Party of Canada (2013/06/10 - 2015/10/18)
Independent Conservative (2011/12/05 - 2013/06/09)
Conservative Party of Canada (2003/12/23 - 2011/12/04)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Goodale, Ralph;1949-10-04;"MP (2015/10/19 - 2019/10/20)
MP (1997/06/02 - 2015/10/18)
MP (1993/10/25 - 1997/06/01)
MP (1974/07/08 - 1979/05/21)";"Regina--Wascana (2015/10/19 - 2019/10/20)
Wascana (1997/06/02 - 2015/10/18)
Regina--Wascana (1993/10/25 - 1997/06/01)
Assiniboia (1974/07/08 - 1979/05/21)";"Saskatchewan
Saskatchewan
Saskatchewan
Saskatchewan";M;"Liberal Party of Canada (1993/10/25 - 2019/10/20)
Liberal Party of Canada (1974/07/08 - 1979/05/21)"
Gouk, James William (Jim);1946-04-14;"MP (2004/09/01 - 2006/01/22)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1997/06/02 - 1998/06/17)
MP (1993/10/25 - 1997/06/01)";"British Columbia Southern Interior (2004/09/01 - 2006/01/22)
Southern Interior (2004/06/28 - 2004/08/31)
Kootenay--Boundary--Okanagan (1998/06/18 - 2004/06/27)
West Kootenay--Okanagan (1997/06/02 - 1998/06/17)
Kootenay West--Revelstoke (1993/10/25 - 1997/06/01)";"British Columbia
British Columbia
British Columbia
British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
Grafstein, Jerahmiel S.;1935-01-01;Senator (1984/01/13 - 2010/01/02);Metro Toronto (1984/01/13 - 2010/01/02);Ontario;M;Liberal Party of Canada (1984/01/13 - 2010/01/02)
Graham, B. Alasdair;1929-05-20;Senator (1972/04/27 - 2004/05/21);The Highlands (1972/04/27 - 2004/05/21);Nova Scotia;M;Liberal Party of Canada (1972/04/27 - 2004/05/21)
Graham, Bill;1939-03-16;"MP (2004/06/28 - 2007/07/02)
MP (1997/06/02 - 2004/06/27)
MP (1993/10/25 - 1997/06/01)";"Toronto Centre (2004/06/28 - 2007/07/02)
Toronto Centre--Rosedale (1997/06/02 - 2004/06/27)
Rosedale (1993/10/25 - 1997/06/01)";"Ontario
Ontario
Ontario";M;Liberal Party of Canada (1993/10/25 - 2007/07/02)
Gray, Herbert Eser (Herb);1931-05-24;"MP (1968/06/25 - 2002/01/14)
MP (1962/06/18 - 1968/06/24)";"Windsor West (1968/06/25 - 2002/01/14)
Essex West (1962/06/18 - 1968/06/24)";"Ontario
Ontario";M;Liberal Party of Canada (1962/06/18 - 2002/01/14)
Grewal, Gurmant Singh;1957-12-20;"MP (2004/06/28 - 2006/01/22)
MP (1997/06/02 - 2004/06/27)";"Newton--North Delta (2004/06/28 - 2006/01/22)
Surrey Central (1997/06/02 - 2004/06/27)";"British Columbia
British Columbia";M;"Conservative Party of Canada (2003/12/23 - 2006/01/22)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1997/06/02 - 2000/03/26)"
Grey, Deborah C.;1952-06-30;"MP (1997/06/02 - 2004/06/27)
MP (1989/03/13 - 1997/06/01)";"Edmonton North (1997/06/02 - 2004/06/27)
Beaver River (1989/03/13 - 1997/06/01)";"Alberta
Alberta";F;"Conservative Party of Canada (2003/12/23 - 2004/06/27)
Canadian Reform Conservative Alliance (2002/04/16 - 2003/12/22)
Independent (2002/04/10 - 2002/04/16)
Canadian Reform Conservative Alliance (2000/03/27 - 2002/04/09)
Reform Party of Canada (1989/03/13 - 2000/03/26)"
Grose, Ivan;1928-10-07;MP (1993/10/25 - 2004/06/27);Oshawa (1993/10/25 - 2004/06/27);Ontario;M;Liberal Party of Canada (1993/10/25 - 2004/06/27)
Guarnieri, Albina;1953-06-22;"MP (2004/06/28 - 2011/05/01)
MP (1988/11/21 - 2004/06/27)";"Mississauga East--Cooksville (2004/06/28 - 2011/05/01)
Mississauga East (1988/11/21 - 2004/06/27)";"Ontario
Ontario";F;Liberal Party of Canada (1988/11/21 - 2011/05/01)
Guay, Monique;1959-10-26;"MP (2004/06/28 - 2011/05/01)
MP (1993/10/25 - 2004/06/27)";"Rivière-du-Nord (2004/06/28 - 2011/05/01)
Laurentides (1993/10/25 - 2004/06/27)";"Quebec
Quebec";F;Bloc Québécois (1993/10/25 - 2011/05/01)
Guimond, Michel;1953-12-25;"MP (2004/09/01 - 2011/05/01)
MP (2004/06/28 - 2004/08/31)
MP (1998/06/18 - 2004/06/27)
MP (1993/10/25 - 1998/06/17)";"Montmorency--Charlevoix--Haute-Côte-Nord (2004/09/01 - 2011/05/01)
Charlevoix--Montmorency (2004/06/28 - 2004/08/31)
Beauport--Montmorency--Côte-de-Beaupré--Île-d'Orléans (1998/06/18 - 2004/06/27)
Beauport--Montmorency--Orléans (1993/10/25 - 1998/06/17)";"Quebec
Quebec
Quebec
Quebec";M;Bloc Québécois (1993/10/25 - 2011/05/01)
Gustafson, Leonard J.;1933-11-09;"MP (1988/11/21 - 1993/05/25)
MP (1979/05/22 - 1988/11/20)
Senator (1993/05/26 - 2008/11/10)";"Saskatchewan (1993/05/26 - 2008/11/10)
Souris--Moose Mountain (1988/11/21 - 1993/05/25)
Assiniboia (1979/05/22 - 1988/11/20)";"Saskatchewan
Saskatchewan
Saskatchewan";M;"Conservative Party of Canada (2004/02/02 - 2008/11/10)
Progressive Conservative Party (1979/05/22 - 2004/02/01)"
Hanger, Art;1943-02-18;MP (1993/10/25 - 2008/10/13);Calgary Northeast (1993/10/25 - 2008/10/13);Alberta;M;"Conservative Party of Canada (2003/12/23 - 2008/10/13)
Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)
Reform Party of Canada (1993/10/25 - 2000/03/26)"
